0	100monkeystyping.com	0
1	12thharmonic.com/wordpress	0
2	40ozblog.blogspot.com	0
3	4lina.tblog.com	0
4	750volts.blogspot.com	0
5	95theses.blogspot.com	0
6	abbadabbaduo.blogspot.com	0
7	aboutpolitics.blogspot.com	0
8	achingandspinning.blogspot.com	0
9	ackackack.com	0
10	adamtalib.blogspot.com	0
11	adviceforlefty.blogspot.com	0
12	agonist.org	0
13	aintnobaddude.com	0
14	ajbenjaminjr.blogspot.com	0
15	alicublog.blogspot.com	0
16	allanjenkins.typepad.com	0
17	allspinzone.blogspot.com	0
18	alphapredator.com/wdtgw.htm	0
19	alternateworlds.blogspot.com	0
20	althippo.blogspot.com	0
21	alvintostig.typepad.com	0
22	americablog.blogspot.com	0
23	americablog.org	0
24	americandreamslost.blogspot.com	0
25	americanmuslim.blogs.com	0
26	americanpolitics.com	0
27	americansforbayh.blogspot.com	0
28	amleft.blogspot.com	0
29	amliberal.com/blog	0
30	amptoons.com/blog	0
31	anarchyxero.robfindlay.org	0
32	andifeelfine.blogspot.com	0
33	andymatic.com	0
34	angrybear.blogspot.com	0
35	angrydesi.typepad.com	0
36	angryfinger.org	0
37	angryhomo.blogspot.com	0
38	annatopia.com/home.html	0
39	anoldsoul.blogspot.com	0
40	anonymoussources.blogspot.com	0
41	answerguy.blogspot.com	0
42	anybodybutbushyall.blogspot.com	0
43	anywhichway.net	0
44	arancaytar.blogspot.com	0
45	archpundit.com	0
46	arkansastonight.com	0
47	asian-nation.org/headlines/index.php	0
48	asiegeofherons.blogspot.com	0
49	asilentrevolution.blogspot.com	0
50	askhoudari.blogspot.com	0
51	astroturf.uni.cc	0
52	atease.blogspot.com	0
53	atomicairship.com	0
54	atrios.blogspot.com	0
55	"atrios.blogspot.com/ "	0
56	aurelientt.blogspot.com	0
57	awards5.tripod.com/tarasblog	0
58	b-patton.blogspot.com	0
59	babylon.squarespace.com	0
60	badattitudes.com/mt	0
61	bakshi.us/redskunk	0
62	barcidhomily.com	0
63	barkingdingo.blogspot.com	0
64	bartcop.com	0
65	battleground-wisconsin.blogspot.com	0
66	battlegroundstates.blogspot.com	0
67	beastsbelly.blogspot.com	0
68	bentcorner.blogspot.com	0
69	bettyblog.com	0
70	bigbloosky.blogspot.com	0
71	billmon.org	0
72	billsrants.blogspot.com	0
73	blackwingleftbird.blogspot.com	0
74	blog.dccc.org	0
75	blog.dennisfox.net	0
76	blog.glinka.com	0
77	blog.johnkerry.com	0
78	blog.kenlan.net	0
79	blog.mintruth.com	0
80	blog.veggiedude.com	0
81	blog01.kintera.com/dnccblog	0
82	blog01.kintera.com/emilysblog	0
83	bloganonymous.com	0
84	blogforamerica.com	0
85	blogforarizona.com	0
86	blogfreeordie.blogspot.com	0
87	blogitics.com	0
88	blogs.salon.com/0002874	0
89	blogs.salon.com/0003364	0
90	blogs.salon.com/0004024	0
91	blogslut.com	0
92	blosteam.blogspot.com	0
93	blotts.org/polilog	0
94	bluegrassroots.blogspot.com	0
95	bluelemur.com	0
96	blueoregon.com	0
97	bluestateredstate.blogspot.com	0
98	bodyandsoul.typepad.com	0
99	boffo.typepad.com	0
100	boloboffin.blogspot.com	0
101	bopnews.com	0
102	boston.com/news/blogs/dnc	0
103	bowles2004.com/weblog	0
104	boycottsbg.com	0
105	bradcarson.com/blog	0
106	bradfriedman.com/bradblog	0
107	brianhull.net	0
108	brilliantatbreakfast.blogspot.com	0
109	browncross.com/usualsuspects	0
110	"brunon.blogspot.com "	0
111	bryan08.tk	0
112	btcnews.com/btcnews	0
113	bullmooseblog.com	0
114	burntorangereport.com	0
115	bushlies.net/pages/10/index.htm	0
116	bushmisunderestimated.blogspot.com	0
117	busybusybusy.com	0
118	buzzmachine.com	0
119	cadat.nl	0
120	carpetblogger.com	0
121	catchingsmoke.blogspot.com	0
122	cbaker.org/blog	0
123	cemonitor.blogspot.com	0
124	centerpiece.blogspot.com	0
125	chak.org/blog	0
126	changeforamerica.com/blog	0
127	charleypatton.blogspot.com	0
128	charlineandjamie.com/dotnetweb01a/blogdisplay.aspx?logname=jamie&#38;logcatid=48	0
129	chepooka.com	0
130	chestnut_tree.blogspot.com	0
131	chiron.typepad.com	0
132	churchofcriticalthinking.com	0
133	civicactions.com	0
134	cjh9999.blog-city.com	0
135	clarified.blogspot.com	0
136	claudialong.com/blog	0
137	cleancutkid.com	0
138	cnle.net	0
139	collegedems.com/blog	0
140	conniptions.net	0
141	conservativessuck.blogspot.com	0
142	contrapositive.blogspot.com	0
143	corrente.blogspot.com	0
144	counterspin.blogspot.com	0
145	courtney5.us/drew	0
146	crankylittleblog.blogspot.com	0
147	crapiscommon.blogspot.com	0
148	criticalviewer.com	0
149	crookedtimber.org	0
150	crooksandliars.com	0
151	dailyblatt.blogspot.com	0
152	dailyblurb.blogspot.com	0
153	dailyhowler.com	0
154	dailykos.com	0
155	dailywarnews.blogspot.com	0
156	damntheman.net	0
157	dashnier.blogspot.com	0
158	davidsirota.com	0
159	dawnofnewamerica.blogspot.com	0
160	deanocrats.com	0
161	deathpenaltyusa.blogspot.com	0
162	debunker.net	0
163	decksitters.my-expressions.com	0
164	dedspace.blogspot.com	0
165	delraysteve.com/blog	0
166	demagogue.blogspot.com	0
167	demleft.blogspot.com	0
168	democrants.blogspot.com	0
169	democraticunderground.com	0
170	democratreport.blogspot.com	0
171	democrats.org/blog	0
172	democratvoice.org	0
173	demoliberal.blogspot.com	0
174	dems2000.net	0
175	dems2004.com/blog	0
176	dems2004.org/blog	0
177	denisdekat.com	0
178	dewar.journalspace.com	0
179	digbysblog.blogspot.com	0
180	digestiblenews.blogspot.com	0
181	digital-democrat.blogspot.com	0
182	digitaldissent.blogspot.com	0
183	digitaljay.blogspot.com	0
184	dimmykarras.blogspot.com	0
185	dir.salon.com/topics/joe_conason/index.html	0
186	discourse.net	0
187	diypolitics.blogdrive.com	0
188	dneiwert.blogspot.com	0
189	dogfight04.typepad.com	0
190	dohiyimir.typepad.com	0
191	dolphinsdock.com/blog	0
192	donkey2004.blogspot.com	0
193	donspoliticalblog.blogspot.com	0
194	doublespeakez.blogspot.com	0
195	doubter.blogspot.com	0
196	drugwarmovie.com/drugwarmovie/weblog/blogger.html	0
197	duckdaotsu.blogspot.com	0
198	dygital.blogspot.com	0
199	dystopia.blog-city.com	0
200	eastbaykerry.com	0
201	elayneriggs.blogspot.com	0
202	elderbearden.blogspot.com	0
203	electablog.com	0
204	elemming2.blogspot.com	0
205	elfoflight.blogspot.com	0
206	elissa.typepad.com	0
207	eltcamerica.blogspot.com	0
208	emergingdemocraticmajority.com	0
209	emergingdemocraticmajorityweblog.com/donkeyrising	0
210	emptyisform.com	0
211	endthenightmare.blogspot.com	0
212	enemykombatant.blogspot.com	0
213	enlightenedbelle.blogspot.com	0
214	ergio.blogspot.com	0
215	estropundit.blogspot.com	0
216	etherealgirl.blogspot.com	0
217	fafblog.blogspot.com	0
218	fairshot.org	0
219	farleft.blogspot.com	0
220	fidlet.com	0
221	fiercepoet.com	0
222	flagrancy.net	0
223	folkbum.blogspot.com	0
224	forewarned.blogspot.com	0
225	freakinliberals.com/blog_a	0
226	frederickclarkson.com	0
227	freedompress.blogspot.com	0
228	fromtheroots.org	0
229	fuckthisblog.blogspot.com	0
230	futuraworkz.com	0
231	gabeanderson.com/life	0
232	gadflyer.com	0
233	gaijincory.com	0
234	garbage-house.com	0
235	garrulus.ilcannocchiale.it	0
236	georgewbuy.blogspot.com	0
237	gisleson.com/blog	0
238	global-equality.org/news/blog/index.shtml	0
239	gloomanddoom.blogspot.com	0
240	goose3five.blogspot.com	0
241	gotzfamily.org/weblog	0
242	grassrootsmom.blogspot.com	0
243	grassrootsnation.com	0
244	greaterdemocracy.org	0
245	greendogdemocrat.blogspot.com	0
246	greentit.com	0
247	gregpalast.com	0
248	grupo-utopia.com/blog/isou	0
249	hal9000report.blogdrive.com	0
250	halcyondays.info	0
251	hategun.com	0
252	hellafaded.blogspot.com	0
253	hellofromparis.blogspot.com	0
254	hellskitchennyc.blogspot.com	0
255	hereswhatsleft.typepad.com	0
256	hereswhatsleft.typepad.com/home	0
257	heysucka.blogspot.com	0
258	higherpieproductions.com	0
259	hoeffelforsenate.com/blog	0
260	home.att.net/~dbarnhill	0
261	home.att.net/~gentle.reader	0
262	home.earthlink.net/~cdowner	0
263	home.earthlink.net/~fsrhine	0
264	home.earthlink.net/~heavy-duty	0
265	home.earthlink.net/~juris_doctor_szh	0
266	home.earthlink.net/~kevin.omeara	0
267	home.houston.rr.com/skeptical	0
268	homepage.mac.com/elisa_camahort/iblog	0
269	homepage.mac.com/georgia.nesmith/iblog/index.html	0
270	homepage.mac.com/jpbarr/myblog	0
271	hotflashesfromthecampaigntrail.blogspot.com	0
272	hotflashreport.com	0
273	howienfriends.blogspot.com	0
274	hugozoom.blogspot.com	0
275	ibe.blogspot.com	0
276	ibrutus.com	0
277	iddybud.blogspot.com	0
278	idiosyncratictendencies.com	0
279	idlehandsmag.com/yellowdog04	0
280	iflipflop.com	0
281	ignatz.blogspot.com	0
282	ihatepatrobertson.com	0
283	ilovecynics.com	0
284	in-sub-ordination.blogspot.com	0
285	inez2004.com/blogs	0
286	insanepreschoolmom.blogspot.com	0
287	interestingtimes.blogspot.com	0
288	interestingtimes.typepad.com	0
289	ironmouth.com	0
290	irregulartimes.com/blogger.html	0
